Year,Site,Stage,Trapping_start,Trapping_end,Count,Quantile,yday
2019,6,female,24,352,5,Q1,80.12
2019,6,female,24,352,5,Q5,84.6
2019,6,female,24,352,5,Q10,90.2
2019,6,female,24,352,5,Q25,107
2019,6,female,24,352,5,Q50,143
2019,6,female,24,352,5,Q75,158
2019,6,female,24,352,5,Q90,158
2019,6,female,24,352,5,Q95,158
2019,6,female,24,352,5,Q99,158
2019,7,female,24,352,6,Q1,30.7
2019,7,female,24,352,6,Q5,57.5
2019,7,female,24,352,6,Q10,91
2019,7,female,24,352,6,Q25,158
2019,7,female,24,352,6,Q50,158
2019,7,female,24,352,6,Q75,158
2019,7,female,24,352,6,Q90,192
2019,7,female,24,352,6,Q95,209
2019,7,female,24,352,6,Q99,222.6
2019,8,female,16,353,9,Q1,108.44
2019,8,female,16,353,9,Q5,122.2
2019,8,female,16,353,9,Q10,139.4
2019,8,female,16,353,9,Q25,148
2019,8,female,16,353,9,Q50,172
2019,8,female,16,353,9,Q75,199
2019,8,female,16,353,9,Q90,218.2
2019,8,female,16,353,9,Q95,256.6
2019,8,female,16,353,9,Q99,287.32
2019,9_200,female,15,353,4,Q1,135.99
2019,9_200,female,15,353,4,Q5,139.95
2019,9_200,female,15,353,4,Q10,144.9
2019,9_200,female,15,353,4,Q25,159.75
2019,9_200,female,15,353,4,Q50,180
2019,9_200,female,15,353,4,Q75,209.5
2019,9_200,female,15,353,4,Q90,241
2019,9_200,female,15,353,4,Q95,251.5
2019,9_200,female,15,353,4,Q99,259.9
